column_name	sample_values_truncated
Namespace	UnitTestLagacy.Lagacy│UnitTestLagacy.Lagacy│UnitTestLagacy.Lagacy│UnitTestLagacy.Lagacy│UnitTestLagacy.Lagacy│UnitTestLagacy.Lagacy│UnitTestLagacy.Lagacy│UnitTestLagacy.Lagacy
Language_ID	psi│pch│pmv│cr│cr│hi│hi│pda
County	Adair│Adams│Allamakee│Appanoose│Audubon│Benton│Black Hawk│Boone
interaction_type	Pushed│LeftGate│RightGate│Pushed│LeftGate│RightGate│RightGate│RightGate
Pivotal study	HT-Scrambled│HT-Scrambled│HT-Scrambled│HT-Scrambled│HT-Scrambled│HT-Scrambled
Arrival	Saving│Panfilov's│Expelled│Pawn│Summer│Blade│The│Maze
interaction_type	Pushed│PickedUp│LeftGate│PickedUp│LeftGate│RightGate│PickedUp│Pushed
County	Washoe│Clark│Clark│Clark│Clark│Clark│Washoe│Clark
Type	Area│Area│Area│Area│Area│Area│Area│MyEngine
tenure_type	FH│FH│FH│FH│FH│FH│FH│FH
symbol	KMY.DE│KMY.DE│KMY.DE│KMY.DE
Annual	Criterium│Fiveash,,,,│Jr.,,,,│Gilmer,,,,│Criterium│Valley,CA,,
topic_description	FAMILY_LIFE│FAMILY_LIFE│FAMILY_LIFE│FAMILY_LIFE│FAMILY_LIFE│FAMILY_LIFE│FAMILY_LIFE│FAMILY_LIFE
County	Adair│Adams│Allamakee│Appanoose│Audubon│Benton│Black Hawk│Boone
__index_level_904__	country’s│conflicts,”
__index_level_3__	Diyarbakir, Turkey│Charlotte, North Carolina│Near Chachapoyas, Peru│Near Ndjolé, Gabon│Busia, Kenya│Baucau, East Timor│Near Agadir, Morocco│Tallinn, Estonia
topic_description	HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS
groupingname	Grouping-1│Grouping-2│Grouping-3│Grouping-3│Grouping-2
hashtag	BigLittleLies│WandaVision│Avengers│Avengers│Avengers│Avengers│Deadwood│Deadwood
Provider City	WORLAND│AFTON│LARAMIE│JACKSON│DOUGLAS│CHEYENNE│SHERIDAN│NEWCASTLE
TEAM_CITY	Oklahoma City│Oklahoma City│Oklahoma City│Oklahoma City│Oklahoma City│Oklahoma City│Oklahoma City│Oklahoma City
attribute	Statewide│Statewide│Statewide│Statewide│Statewide│Statewide│Note│Note
Berry	Berry
Wifi	Cáp│Chia│WiFi│Thu│Wifi
__index_level_1__	; Seasonally adjusted at annual rates                           │Quarterly data from 1947 To 2005│Bureau of Economic Analysis│Data published April 28, 2005    │File created 4/27/2005 9:01:46 AM│Line
citation_micro	Reis. Br.-Guiana 3: 1181 1849
DistPotencial	Si│Si│Si│Si│Si│Si│Si│Si
Wind Direction	SW│SE│Calm│South│Calm│Calm│Calm│Calm
Provider State	DC│DC│DC│DC│DC│DC│DC│DC
topic_description	HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS
Region	Baden-Württemberg State│Berlin State│Brandenburg State│Dolnoslaskie│Free Hanseatic City of Bremen│Free Hanseatic City of Hamburg│Free State of Bavaria│Free State of Saxony
__index_level_0__	Western Americana│Western Americana│Western Americana│Western Americana│Western Americana│Western Americana│Western Americana│Western Americana
TEAM_CITY	Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana
location	Panama-Kuna_Yala-Mulatupu│Panama-Kuna_Yala-Ustupu│Panama-Kuna_Yala-Ogobsucum│Panama-Kuna_Yala-Achutupu│Panama-Kuna_Yala-Pto_Obaldia│Panama-Kuna_Yala-Playon_Chico│Panama-Kuna_Yala-Nargana│Panama-Kuna_Yala-Corazon_de_Jesus
SchoolType	Primary│Primary│Primary│Primary│Primary│Primary│Primary│Primary
Label	O│O│O│O│O│O│O│O
center_type	عام│عام│عام
name	Abbey│Aberdeen│Aberfeldy│Abernethy│Admiral│Air Ronge│Alameda│Albertville
region	LA│MI│Asturias
Recommended Action	Critical│Critical│Average│Major│Major│Major│Major│Major
Events	Fog-Rain│Rain
Wind Direction	South│Calm│Calm│Calm│Calm│Calm│SSE│SSE
Wind Direction	NW│WNW│WNW│WNW│WNW│WNW│WNW│WNW
Wind Direction	West│West│West│West│West│West│WSW│West
GA	LA│GA│LA│LA│GA│LA│LA│GA
Wind Direction	SW│SW│WSW│SW│SW│SW│SW│SW
Отгрузочный адрес - область	Отгрузочный адрес - область│Отгрузочный адрес - область
status	PAYING│PAYING│PAYING│SELLING│SELLING│SELLING│SELLING│SELLING
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
SoilMaterialType	Overlain by soil derived from residuum│Glacifluviatil sand (fine/middle), part gravel/stone│Clays, sandstones
Wind Direction	SW│SW│WSW│SW│SW│SW│SW│SW
Wind Direction	South│Calm│SE│SE│SSE│SSE│SE│SE
type_site	Site│Site│Site│Site│Station│Station│Station│Station
TEAM_CITY	New Orleans│New Orleans│New Orleans│New Orleans│New Orleans│New Orleans│New Orleans│New Orleans
TEAM_CITY	Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana
Wind	ESE│ENE│SE│E│SE│ESE│E│CALM
kind	province│province│province│province│province│province│province│province
__index_level_1__	Short Track Cross Country│Short Track Cross Country│Short Track Cross Country│Short Track Cross Country│Short Track Cross Country│Short Track Cross Country│Short Track Cross Country│Short Track Cross Country
idDominio	{idDominio}│{idDominio}│{idDominio}│{idDominio}│{idDominio}
Object	Points│Points│Points│Points│Points│Points│Points│Points
TEAM_CITY	Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│New York
ev_or_aip	EV│EV│EV│EV│EV│EV│EV│EV
venue_state	CA│TX│GA│GA│TX│TX
Wind Direction	SE│SE│SE│SE│SSE│SSE│SSE│SSE
__index_level_2__	Line│1
TEAM_CITY	Brooklyn│Brooklyn│Brooklyn│Brooklyn│Brooklyn│Brooklyn│Brooklyn│Brooklyn
lgID	NL│NL│AL│AL│AL│AL│AL│AL
sospechoso	Si│Si│Si
DL State	FL│FL│OH│OH│OH│OH│OH│OH
AnthropogenicChangeSecondary	livestock grazing area│livestock grazing area│livestock grazing area│livestock grazing area│livestock grazing area│livestock grazing area│livestock grazing area│livestock grazing area
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota
geo_id	al│az│ar│ca│co│ct│fl│ga
FIPS	15000│15000│15000│15000│15000│15000│15000│15000
property_owner_addrprovince	TX│TX│TX│CA│CA│CA│CA│CA
County	County│ALACHUA│County
max_warming_season	Winter│Winter│Winter│Fall│Winter│Winter│Winter│Winter
seq_TM-tmhmm	O│O│O│O│O│O│O│O
ci	lla spp .│richia coli│bsi│us│ra
DL State	FL│FL│FL│CO│CO
GEO.display-label	Geography│United States│North Carolina│Alamance County, North Carolina│Brunswick County, North Carolina│Buncombe County, North Carolina│Burke County, North Carolina│Cabarrus County, North Carolina
placeLocation	Ellon, United Kingdom│Aberdeen, United Kingdom│Newburgh, United Kingdom│Aberdeen, United Kingdom│Cullen, United Kingdom│Inverurie, United Kingdom│Peterhead, United Kingdom│Ellon, United Kingdom
Steward	geo│geo│geo
company.1	@joernchen,│at│we│if
Débutant	Débutant│Débutant│Débutant│Débutant│Débutant│Débutant│Débutant│Débutant
TEAM_CITY	Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State
DC	DC│DC│DC│DC│DC│DC│DC│DC
venue_state	CA│GA│GA│CA
name	Aberdeenshire│Angus│Argyll│Avon│Ayrshire│Banffshire│Bedfordshire│Berkshire
Mixin	Elector│City│ElectoralList│ElectoralList│ElectoralList│PollingStation│PollingStation│PollingStation
User ID	US-WEST-CA-San Francisco│US-WEST-CA-San Francisco│US-WEST-CA-San Francisco│US-WEST-CA-San Francisco│US-WEST-CA-San Francisco│US-WEST-CA-San Francisco│US-WEST-CA-San Francisco│US-WEST-CA-San Francisco
source_two	Where does it come from│Where does it come from│Agriculture│Where does it come from│Personal hygiene│Where does it come from│Where does it come from│Where does it come from
Championship	Cat│Men│OUTSPOKIN│/
County	Adair│Adams│Allamakee│Appanoose│Audubon│Benton│Black Hawk│Boone
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│Brooklyn
Unnamed: 0	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
SCHEDULEDESCRIPTION * SCHEDULEREQUEST *	ALARMMESSAGE * ALARMREQUEST *│SEARCH WEATHER PORTLAND MAINE│GENDERNAME NAME│SRAIXFAILED│WEATHER FORECAST│WEATHER FOR SACRAMENTO│WEATHER IN *│WEATHER *
__index_level_1300__	province-wide
FoliagePorositySummer	Dense│Dense│Dense│Moderate│Dense
EXAMPLE_UNITS	mV│mV│mV│mV│mV│mV│mV
StateAb	SA│VIC│VIC│NSW│SA│NSW│TAS│ACT
Status	Operational│Operational│Operational│Operational│Operational│Operational│Operational│Operational
__index_level_1__	Criterium│Criterium│Criterium│Criterium│Criterium│Criterium│Criterium│Criterium
Location	Location│EDSON│2 W EDSON│NELLIS AFB│2 W NELLIS AFB│2 NW HOOVER DAM│Location│3 ENE LONE MOUNTAIN
Treatments	TE│TE
Wind Direction	Calm│Calm│Calm│ENE│Calm│Variable│SSE│SE
Wind Direction	WSW│WNW│Calm│NE│North│ESE│East│Variable
Steward	geo│geo│geo
OrganisationLabel	Rother District Council│Rother District Council│Rother District Council│Rother District Council│Rother District Council│Rother District Council│Rother District Council│Rother District Council
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
Provider State	AZ│AZ│AZ│AZ│AZ│AZ│AZ│AZ
kingdom	Animalia│Animalia│Animalia│Animalia│Animalia│Animalia│Animalia│Animalia
Submitted-By	CAEPA│CAEPA│CAEPA│CAEPA│CAEPA│CAEPA│CAEPA│CAEPA
OrganisationLabel	Babergh District Council│Babergh District Council│Babergh District Council│Babergh District Council
TEAM_CITY	Memphis│Memphis│Memphis│Memphis│Memphis│Memphis│Memphis│Memphis
TEAM_CITY	Cleveland│Cleveland│Cleveland│Cleveland│Cleveland│Cleveland│Cleveland│Cleveland
value	Abkhazian│Achinese│Acoli│Adangme│Adyghe│Afar│Afrihili│Afrikaans
Wind Direction	SW│Calm│Calm│Calm│SE│SSE│SSE│South
.dynamic_flags	WA│WA
TE_ICM	TE│TE│TE│TE│TE│TE│TE│TE
Wind Direction	East│ENE│ENE│East│ENE│ENE│East│Calm
Wind Direction	Calm│Variable│Calm│Variable│North│NNE│Calm│Calm
name	Aberdeenshire│Angus│Argyll│Avon│Ayrshire│Banffshire│Bedfordshire│Berkshire
reverese_relationship_id	Mapped from│Mapped from│Mapped from│Mapped from│Mapped from│Mapped from│Mapped from│Mapped from
Wind Direction	SW│Calm│Calm│Calm│South│South│South│Calm
Medium of instruction	Hindi│English│Assamese│Bengali│Bodo│Dogri│Gujrati│Jannada
GEO.display-label	Geography│United States│North Carolina│Durham County, North Carolina│Forsyth County, North Carolina│Guilford County, North Carolina
GEO.display-label	Geography│United States│North Carolina│Alamance County, North Carolina│Brunswick County, North Carolina│Buncombe County, North Carolina│Burke County, North Carolina│Cabarrus County, North Carolina
OrganisationLabel	Mole Valley District Council│Mole Valley District Council│Mole Valley District Council│Mole Valley District Council│Mole Valley District Council│Mole Valley District Council│Mole Valley District Council│Mole Valley District Council
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota
scenario	qa│qa│qa│qa│qa│qa│qa│qa
Events	Fog│Fog│Fog
The	Men│Men│Men
Conditions	Fog│Fog│Fog│Fog│Fog│Fog│Fog│Fog
S11	State│Maharashtra│Maharashtra│Maharashtra
region_name_filter	Lesser Poland Voivodeship│Lesser Poland Voivodeship│Lesser Poland Voivodeship│Lesser Poland Voivodeship│Lesser Poland Voivodeship│Lesser Poland Voivodeship│Lesser Poland Voivodeship│Lesser Poland Voivodeship
Wind Direction	East│East│East│East│ESE│SE│East│Calm
Race	Cat
Wind	CALM│CALM│S│S│SSW│SSW│SSW│S
value	Abchazisch│Adangme│Adygees│Afaan Oromo│Afar│Afrihili│Afrikaans│Aghem
Method	SaveChanges│SaveChanges│SaveChanges│MapProductModelProductDescriptionCulture│MapProductModelProductDescriptionCulture│MapSalesOrderDetail│MapSalesOrderDetail│MapSalesOrderHeaderSalesReason
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota
__index_level_2__	Country
description	id│ISO num│ISO abbrev│Publication count│Publication count
lgID	AL│AL│AL│AL│AL│AL│AL│AL
home	Paulchester│North Brookemouth│East Jeffrey│Grayshire│Johnsonshire│Bartonton│South Caleb│South Allison
Sample Entered By	RUMFORD│RUMFORD│RUMFORD│RUMFORD│RUMFORD│RUMFORD│RUMFORD│RUMFORD
TEAM_CITY	Memphis│Memphis│Memphis│Memphis│Memphis│Memphis│Memphis│Memphis
__index_level_1__	Cross Country Marathon│Cross Country Marathon│Cross Country Marathon│Cross Country Marathon│Cross Country Marathon│Cross Country Marathon│Cross Country Marathon│Cross Country Marathon
Wind Direction	South│Calm│Calm│Calm│SW│SW│SW│SW
Wind Direction	SW│SSW│SSW│SSW│SW│WSW│West│West
home	Bellport│Brittanyberg│Paulchester│North Brookemouth│East Jeffrey│Grayshire│Johnsonshire│Bartonton
Source Text	MS│CA
scaled_cf_job	unskilled - resident│unskilled - resident│unskilled - resident
TEAM_CITY	Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana
__index_level_1020__	GEM.│to
TEAM_CITY	Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State
property_owner_addrprovince	TX│TX
County	Turner│Douglas│Bon Homme│Turner│Minnehaha│Walworth│Hutchinson│Clark
Gorilla	mouth│Mouth│Mouth│mouth│Mouth│Mouth
seq_TM-tmhmm	O│O│O│O│O│O│O│O
Cat's	Junior│Juniors│Cycling│Racing
Wind Direction	Calm│Calm│ESE│Calm│ESE│Calm│South│NW
Aa	Abacus│Abbey│Abdomen│Ability│Abolishment│Ab│Accele│Accele
Events	Fog│Fog│Fog│Fog│Fog│Fog│Fog-Rain│Fog-Rain
race_ethnicity	White│White│White│White│White│White│White│White
Status	Urban│Rural│Urban│Rural│Urban│Rural│Urban│Rural
TEAM_CITY	Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana
topic_description	FAMILY_FINANCE│FAMILY_FINANCE│FAMILY_FINANCE│FAMILY_FINANCE│FAMILY_FINANCE│FAMILY_FINANCE│FAMILY_FINANCE│FAMILY_FINANCE
Freshman	Junior│Junior│Senior│Senior│Senior│Senior│Freshman│Alum
interaction_type	Pushed│RightGate│LeftGate│RightGate│PickedUp│RightGate│LeftGate│RightGate
suburb	东城区│东城区│东城区│东城区│东城区│东城区│西城区│西城区
Provider City	GROTON│PLATTE│IRENE│ESTELLINE│ROSLYN│DE SMET│SALEM│ALCESTER
Provider State	NM│NM│NM│NM│NM│NM│NM│NM
interaction_type	Pushed│PickedUp│LeftGate│LeftGate│RightGate│RightGate│RightGate│LeftGate
COUNTY	Kleberg│Collin│Hamilton│Harris│Tarrant│Guadalupe│Harris│Fort Bend
value	Abkhazian│Achinese│Acoli│Adangme│Adyghe│Afar│Afrihili│Afrikaans
Damage state	Negligible│Negligible│Negligible│Negligible│Negligible│Negligible│Negligible│Negligible
Wind Direction	SW│WSW│WSW│SW│SW│WSW│WSW│WSW
film	Gaza│NERVOUS│asset│To
TEAM_CITY	Utah│Utah│Utah│Utah│Utah│Utah│Utah│Utah
Valeur(s) de l'attribut 3	Non│Oui│Non│Oui│Non│Oui│Non│Oui
Component	Core│Core│Core│Core│Core│Core│Core│Core
Namespace	NeHeLesson5│NeHeLesson5│NeHeLesson5│NeHeLesson5│NeHeLesson5│NeHeLesson5│NeHeLesson5│NeHeLesson5
Steward	geo│geo│geo
Shape Type	Country│Country│Country│Country│Country│Country│Country│Country
interaction_type	RightGate│LeftGate│RightGate│RightGate│LeftGate│RightGate│RightGate│LeftGate
Unnamed: 0	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
Provider City	RIVERTON│NEWCASTLE│EVANSTON│SHERIDAN│DOUGLAS│BASIN│WHEATLAND│SHERIDAN
Fatality Significant	Significant│Significant│Significant
Tahoe	Country│Country
PORTFOLIO	Big_Gas│Big_Gas│Big_Gas│Big_Gas│Big_Gas│Big_Gas│Big_Gas│Beachfront
Type	Industrial│Industrial│Hazardous│Cultural│Industrial│Cultural│Frontier│Cultural
TEAM_CITY	Sacramento│Sacramento│Sacramento│Sacramento│Sacramento│Sacramento│Sacramento│Sacramento
TEAM_CITY	Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana
__index_level_43__	To Location
name	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
__index_level_1__	Downhill│Downhill│Downhill│Downhill│Downhill│Downhill│Downhill│Downhill
value	Abchazisch│Adangme│Adygees│Afaan Oromo│Afar│Afrihili│Afrikaans│Aghem
lgID	NL│NL│AL│AL│AL│AL│AL│AL
id	grass│water│concrete│wasteland│fire│greenCube│burned│burnedForest
Wind Direction	Calm│Calm│Calm│Calm│Calm│NNW│NNW│NNE
Bicycle	Country│Murray│Country│Murray│Country
__index_level_1020__	GEM.│to
